,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits,n_matches
198552542,108,164,160,240,12762,12897,381395,2473,5821,28
198631761,132,156,242,178,9850,10885,401565,43000,4452,24
199133117,614,324,784,1421,40465,43851,1743720,19800,19514,72
199222238,314,231,507,811,25203,27131,872697,7818,12765,52
199392783,54,55,100,137,4060,4279,155770,0,1685,8
199630070,17,35,41,20,2179,2613,65722,530,755,6
199812187,80,30,73,68,3019,3010,284357,0,1848,5
199949758,73,24,88,87,3934,4426,169095,1277,1692,7
200037203,88,267,299,73,7088,8587,263741,10442,1222,31
200166042,43,106,190,55,5258,6287,167901,14699,1447,16
200504620,33,67,116,43,3043,3805,95097,16183,830,10
200520919,266,495,1133,119,24244,28575,720807,146206,4811,89
200646447,120,102,202,304,6858,8090,316718,11178,3751,17
201358612,11,22,65,13,1212,1586,44841,715,129,5
201430785,31,25,111,49,2843,3297,74577,2086,544,9
201474668,43,23,36,95,2800,2757,71905,0,946,5
201478698,49,65,90,66,2517,3059,108442,0,548,10
201533324,34,48,57,131,3364,3713,118213,296,1532,8
201658959,25,62,123,7,2484,3190,82180,3648,361,9
201741490,529,1543,3043,430,63332,77788,1836313,376674,11148,230
202001680,45,10,49,67,2823,2838,80774,5702,900,5
202148694,39,122,243,73,4220,5680,140505,3655,573,17
202217968,484,307,523,797,34110,35923,1293784,8334,16573,66
202315797,70,63,104,265,5624,6286,219176,9672,2789,12
202447731,43,20,49,86,2735,3067,98892,1173,1464,5
202520908,35,32,99,28,3230,3406,79853,5089,937,8
202624739,241,106,274,426,14235,15184,671932,2104,7245,27
202684212,32,60,93,23,2334,2349,77920,22515,342,8
202885389,80,236,365,48,8775,10490,235289,55801,1875,31
202933227,180,134,214,256,11118,11233,557347,12726,5203,23
203351055,155,164,336,180,11861,13680,424506,21402,3768,30
203599510,96,44,70,78,3484,4154,257757,6188,1355,7
203612832,86,35,64,197,4591,4741,203563,58,2349,8
203670537,74,102,274,76,4767,5968,197685,13898,870,16
203778034,34,94,180,20,3834,4744,111033,924,559,15
203815535,22,34,86,15,1745,1821,51938,0,232,6
203903869,280,398,647,661,23660,27090,732463,172135,8621,64
204019241,289,149,298,429,19478,18298,687848,19911,9098,34
204071474,92,208,288,139,8593,10153,298096,45351,1783,32
204236677,72,57,62,105,4296,4286,212696,1616,2239,8
204256143,45,14,67,75,4053,3147,83080,2247,1094,6
204682862,90,167,359,39,7884,9676,229091,10061,1870,26
204872035,168,129,416,368,18291,19305,471814,32040,7423,35
205139756,315,182,434,606,24325,26125,1031342,25497,10918,46
205239629,389,606,1594,279,33393,41122,1052013,108836,5687,120
205813150,1806,1137,2754,4116,152957,159187,5677874,196257,78952,278
206144913,118,238,523,149,10887,12988,371169,27529,2658,36
206247347,48,43,87,57,3718,3844,129156,160,1789,8
206941202,70,146,247,70,6109,7781,192059,17151,1305,23
206960035,79,72,95,159,6235,6995,254767,0,2336,15
207572769,27,34,176,23,2981,3846,66789,3850,338,11
207814027,66,45,56,164,4611,4907,163702,1213,2658,8
207829314,1294,1858,4778,1173,104927,131119,3622486,300202,23352,346
207983361,165,139,453,209,13297,15395,399588,27123,3930,35
208163435,71,229,400,82,8596,9562,304868,10808,1038,34
208796906,1243,531,1378,2735,93056,93034,3020604,137159,44180,164
208831586,79,35,103,167,6417,6697,197376,938,2582,11
209303282,73,37,87,186,4234,4640,199948,3058,1990,9
209485318,89,30,52,56,4060,3918,172658,0,1445,7
210287979,298,179,380,674,23072,25140,839640,9843,11657,45
210764949,48,65,117,6,2918,3235,98925,0,253,10
210945035,93,46,141,106,5247,5476,212798,2143,1889,10
211228393,42,100,145,64,3623,4209,150507,5037,591,14
211284773,135,219,399,262,13909,15144,441148,23909,4656,39
211338783,43,114,216,26,3634,4997,131739,4781,469,13
211531481,784,540,1512,1259,72320,71032,2193951,59766,32354,136
211884113,1243,1241,2658,1565,95131,110458,3752995,150675,38252,226
212202909,34,24,40,75,3375,3496,127149,0,1610,6
212250618,128,226,563,157,10255,12698,337706,22468,1353,38
212424070,57,34,92,69,3571,3942,140923,160,1235,8
212481878,20,18,77,40,1970,2068,61113,10266,540,5
212956375,45,83,216,20,3090,3483,101651,5798,234,10
213268126,100,58,153,68,5315,6223,298019,3870,2548,12
213326681,56,106,243,36,3827,5806,151300,28139,456,13
214042809,25,70,90,39,3121,3195,75615,8972,560,12
214094971,80,38,59,156,4642,5363,164055,240,1730,9
214150763,118,305,504,140,11885,15043,437757,48838,3109,42
214173170,36,21,60,98,2457,2729,135163,2402,1088,5
214853734,79,63,83,55,3403,4305,175172,0,1316,7
215457595,18,33,78,21,2120,2567,63622,0,684,7
216067541,1632,816,1871,2583,110447,118202,4521428,85483,51921,210
216514686,56,129,255,16,5547,6665,143559,8090,830,20
216684917,342,376,852,417,27726,30580,1071673,31992,12463,65
216922090,24,90,118,36,2595,3055,73158,8772,462,12
217386639,205,352,673,286,22582,26641,656716,38207,7487,65
217525738,45,8,42,55,3155,2649,75737,0,662,5
217801875,14,40,51,30,1095,1305,46455,3178,107,6
217906387,36,32,49,26,2988,3334,137924,832,1482,6
218167743,57,90,194,31,3496,4523,130527,12007,489,13
218245895,35,15,36,119,3169,3391,82182,882,1215,5
218500899,28,107,141,16,3681,4398,109122,18602,462,17
218545727,15,25,57,13,1957,2161,48778,4726,615,5
218663318,78,107,240,108,6818,7141,217122,5910,1914,18
219013562,32,29,54,124,3249,3392,88149,0,1149,7
219123378,51,92,309,48,6118,7341,173388,38705,1598,16
219225327,271,274,621,327,20874,23695,702515,29888,7176,50
219239958,154,367,656,188,14050,17340,536167,56138,2763,58
220054555,34,53,112,74,2388,3236,113479,2186,698,7
220114337,172,73,164,310,9634,10116,328986,1320,4398,16
220202887,245,351,936,390,25442,30620,788318,35222,9488,70
220921211,54,42,77,125,4995,5156,122123,1020,1759,10
221651179,93,121,297,113,7896,8613,280674,21544,2635,21
221666230,2311,1394,3067,4571,182315,189920,6769598,43748,89010,345
221743617,949,427,1031,1274,58351,59359,2229509,98804,26414,107
221912469,190,167,308,312,9016,9970,477092,19180,2037,25
222189151,289,575,1082,367,27820,30816,878487,70932,4876,94
222261618,56,34,93,210,3418,3953,189510,9096,1468,8
222975509,17,37,60,5,1846,2102,43721,6604,233,8
223951166,142,66,170,228,11057,10324,401343,5745,4434,18
224643918,11,30,28,26,1793,1987,56804,0,725,5
224679282,55,70,206,120,4875,5874,161103,1717,2025,12
225901083,73,205,418,89,8875,10605,283975,55962,1368,37
226340817,312,474,1118,295,25840,31182,940109,23740,6514,76
226369078,35,27,60,58,2582,2907,98249,0,1108,6
226623131,33,51,81,50,3465,4163,110592,887,1045,9
226966250,41,46,91,18,2750,2419,136954,9042,1643,6
228916210,270,378,755,238,19097,22206,792291,18775,5483,55
229065246,74,92,159,279,6690,7441,276400,2746,2212,16
229210222,89,282,457,43,9914,12549,292638,26388,2009,36
229320553,34,97,125,13,3480,4091,113087,8884,1099,12
229387686,41,20,93,138,3753,3842,93922,0,1536,7
229898185,16,68,115,5,1613,2047,77899,7341,285,6
230617400,909,577,1187,1802,69542,76684,2627820,63776,32949,131
231622898,366,280,609,980,35200,36496,1012561,159777,15148,73
232033806,266,235,355,291,18619,20034,697092,35762,8915,40
232356398,318,149,350,633,18607,19882,717119,4261,9248,32
234134834,13,25,76,5,1508,1830,47966,0,196,5
234237646,227,510,1256,246,20889,26822,769563,46131,3368,78
234328677,26,41,123,8,2002,2474,57687,0,208,7
234507241,108,112,255,91,8403,9641,295481,13201,3276,20
234699894,646,877,1903,804,62704,70439,2014935,100614,22051,164
235117043,26,42,94,16,2228,2456,72809,16337,387,8
235273853,36,77,62,26,3176,3559,85777,2027,395,13
235385167,107,113,168,238,7711,9003,270865,1095,2678,19
235589923,138,81,166,116,9398,9326,363348,2927,3795,18
236556669,55,36,62,239,4399,4783,162999,5081,2321,10
236677177,80,98,109,64,4351,5072,185370,8222,1291,11
236858633,536,897,2541,751,55562,69603,1815195,88964,11651,188
236896162,39,37,54,86,2949,2933,133865,7329,1882,5
237201026,377,263,533,748,25319,28250,979345,189616,11052,53
237238721,1355,881,1817,2557,95650,105692,3820590,39924,46549,186
237325411,269,455,1075,260,22691,28278,764849,55259,4871,76
237384354,122,65,125,185,6412,6924,305423,8517,2385,14
237578577,45,85,233,69,4268,6685,145760,27518,823,14
237610210,297,154,376,418,16076,17104,805514,4698,7922,30
238122925,42,25,80,17,3178,3297,79905,2049,974,7
238239590,1207,550,1294,1990,81540,85624,2953631,18855,39985,146
238386678,112,215,392,96,11795,13904,323574,58841,2994,37
238595735,53,105,226,12,3865,4783,140231,1548,859,13
239420901,34,42,54,85,3232,3671,89356,0,1127,8
239425754,58,133,213,80,7540,9046,196471,23001,3169,23
240378149,47,43,48,98,2692,3627,140876,1823,1141,6
240725371,49,37,106,13,2282,3001,83341,4858,307,7
240727522,442,837,2147,261,44172,54424,1300388,117371,6309,161
240744694,32,92,150,16,2716,3758,111746,1633,444,10
240796370,19,18,66,13,1652,1547,32307,5837,131,5
241370187,35,28,57,103,2130,2469,106358,0,940,5
241568741,22,35,80,32,1765,2102,62576,4295,581,5
241832162,14,35,48,25,1207,1641,60996,9666,268,5
241947791,105,28,80,211,5253,5086,228753,0,1982,9
242177546,33,93,141,31,3503,4709,111133,1862,513,14
242697694,1259,1277,2606,1903,108924,119275,3960538,119790,46106,244
242837510,206,150,320,287,17314,17813,771969,13754,9883,34
243691404,183,66,141,423,10835,11426,377250,26844,4988,18
244006355,23,20,37,62,2359,2447,78574,1330,1186,5
244380568,387,202,375,435,22742,24304,904830,21861,10979,40
245007668,33,38,44,59,3644,3568,143114,804,1970,7
245058261,102,42,127,240,7068,6651,236556,3479,2715,14
245373129,1321,772,1493,1993,96187,96249,3566452,45094,48207,174
245472429,65,59,208,85,6915,7431,170530,25100,2137,14
246219516,13,42,63,9,1522,2000,46751,6378,171,6
247134320,7,28,44,22,1479,1566,35938,0,401,5
247483300,15,35,78,11,1425,2188,54680,0,156,7
247607981,20,38,86,11,1661,2034,79145,3055,269,5
248096417,195,209,418,222,14980,17069,547470,17470,5166,37
248359007,23,32,88,15,2214,2158,71180,10986,895,5
248941611,382,226,534,811,26815,27967,1145128,1842,14838,50
249092564,707,413,948,1396,59461,61710,2499384,20164,27763,110
249336076,26,22,43,28,1737,2482,61331,0,510,5
249651648,480,508,883,1143,44901,47535,1544852,42415,19357,96
249968916,79,53,87,151,4221,4366,216702,2506,2585,8
250114507,2710,1273,2684,5247,160822,162046,7019439,63363,81169,270
250174657,32,71,83,18,2582,2621,80581,26287,330,10
250241965,17,51,88,6,1837,2248,64807,9607,289,7
250516752,48,128,230,20,4534,5973,145799,4233,726,19
250550088,41,57,31,98,4538,4793,152284,0,1946,10
250604896,216,396,940,173,21740,24656,646081,91729,4210,85
250733860,717,517,955,1095,58427,58387,2038726,49744,28470,111
252930452,35,37,70,30,3184,3541,137175,428,1835,7
253962772,719,559,1795,1010,61269,71529,1828045,80964,22749,146
254025588,385,806,1746,281,33690,44516,1177397,112579,5069,131
254394421,43,26,102,11,3073,2963,95668,3113,789,6
254710104,762,431,1105,1414,61940,64434,2092562,19526,28797,115
254882447,35,44,83,76,2920,3731,124842,2006,1224,7
255107488,62,36,42,75,4608,4574,146381,330,2111,8
255219872,1795,972,2257,3511,120866,127368,4930548,24655,60076,226
255775581,54,67,113,59,3233,3832,143809,2080,1300,8
255829099,117,80,138,377,9668,10304,327164,7961,5333,19
256269737,1040,1200,2868,1685,97380,107619,3096538,151466,37726,233
257199235,81,35,144,121,6564,6492,192011,0,3173,11
257506379,108,53,118,123,5523,5614,227632,5141,2234,10
257828928,45,62,179,70,4860,6467,142625,4140,2209,13
257942131,9,42,34,4,1216,1363,33674,543,82,7
257945712,198,149,197,420,12527,13360,487785,22098,5549,27
258034272,75,62,115,50,3769,3557,232394,0,1905,7
258294351,172,236,474,119,14683,17490,454410,37952,4717,39
260408033,326,140,326,590,20159,22045,816555,1628,10829,36
262367336,1208,751,1650,2658,98574,103665,3163936,75381,43738,195
262838756,67,35,97,80,3806,3857,153528,0,1624,7
266094676,41,15,28,36,2384,2650,87430,1247,955,5
269370332,35,53,126,15,2133,2728,91910,14969,288,8
272662472,410,339,575,689,25894,29530,1079282,15645,10992,53
273551020,22,49,73,8,2038,2468,47194,0,308,8
274299616,29,24,76,51,2465,2863,102628,0,845,5
275501116,179,247,719,412,21457,26382,620776,58347,7450,56
277064146,79,70,159,57,5241,5782,180622,2439,890,14
277742444,1122,510,1381,2091,76242,76786,2634090,43422,35336,142
278006984,279,528,1310,259,29188,34426,824658,79337,6337,101
278193830,57,83,186,31,4271,4989,150653,6269,756,16
278599060,12,32,67,22,1347,1998,42272,142,247,5
281043806,23,88,138,37,2913,3642,97336,3693,471,13
282168158,14,37,25,25,1664,1973,47353,646,405,7
282359850,1120,436,784,1377,62170,68411,2351896,21357,28943,95
283406732,37,36,43,71,2827,2929,92407,0,848,7
283450844,56,23,49,39,2897,3128,110684,0,1471,5
283774700,120,156,382,57,8279,8769,240822,12166,1027,26
285215220,18,22,48,24,1786,1986,53066,2670,539,5
286182110,41,37,69,9,2546,2817,114440,6475,833,6
287481472,294,341,756,322,21747,24799,801860,94579,6651,60
287858366,106,64,125,166,7624,8044,260261,10358,3752,15
287966898,89,20,66,100,5357,4877,173709,0,1670,8
288296340,101,243,446,61,8815,11344,287099,45034,1623,35
288364110,139,73,136,196,7040,7683,310141,5020,3544,13
288856114,22,46,89,8,1803,2366,49739,45284,339,7
289052954,34,59,61,24,2102,2374,70586,5608,467,7
289435086,15,19,16,66,1881,2233,35773,108,692,5
290700636,44,68,184,39,3586,4555,116328,20216,783,12
291562726,18,54,132,0,1445,2082,82363,0,119,6
292276988,119,136,248,153,10324,11509,351948,17016,4261,24
292461276,142,90,187,190,11465,11954,391178,1438,4959,23
292794726,16,59,110,25,2054,2468,64622,1520,304,8
292877267,45,54,126,99,3867,4291,125422,4193,1563,9
292921272,79,106,225,57,6445,7109,268271,12707,2590,15
292955772,111,123,284,334,11035,11721,301410,6827,4184,29
293066932,21,36,108,76,3450,4242,94292,32372,1089,9
293529846,169,330,623,168,13233,15519,383992,29420,1401,56
293768407,103,57,100,110,4461,4997,253135,3775,2210,9
293782029,91,41,126,65,5866,5655,249516,10275,2220,10
293844092,59,93,223,16,4808,6093,182252,8484,909,18
294513730,38,83,136,38,2727,3547,145238,4480,889,10
294685431,6,55,51,10,1307,1617,42948,99,196,6
295061717,3,33,42,1,1092,1184,26470,364,116,5
295566989,55,58,112,55,4448,5859,162958,0,1388,10
295697470,139,284,527,82,11242,13755,482934,16953,2602,38
296226696,302,351,724,408,24109,27490,940155,60119,9742,59
297195435,19,31,72,40,2347,2838,84218,2694,951,7
297482435,7,26,86,8,1673,1955,46370,1090,248,5
297518980,18,33,53,69,1888,2108,78916,5731,877,6
298103127,33,45,62,115,3235,3368,131832,5367,1419,7
298360885,30,38,45,58,2423,2487,63573,5349,766,7
298683250,769,414,875,1467,48378,53243,1913358,17204,24349,89
298726580,224,531,1060,128,20036,25267,672462,108114,2973,78
298882097,87,121,197,170,8646,9687,279655,2375,3340,20
299122656,41,44,81,42,3913,3954,147146,8472,1811,8
299213834,289,189,419,570,24238,24709,724031,26876,11410,45
299314730,84,81,103,282,5438,5877,225620,5905,2615,13
301033191,11,38,60,6,1387,1739,31205,346,387,5
301750126,99,42,98,313,7604,8052,278008,1221,3440,14
301871450,25,39,58,29,2027,2143,66187,0,433,6
302331497,5,29,18,47,1747,2049,34852,0,475,6
302353410,83,150,257,135,7098,8836,297529,7971,2134,20
302767246,73,155,377,92,8251,10540,282219,32011,2207,28
303099423,70,155,235,45,5455,7099,196542,43190,849,20
303227901,48,42,117,107,4042,4555,167311,1842,1706,10
303449532,23,19,87,28,2031,2575,80870,8504,580,5
303568400,16,30,87,12,1800,2187,44156,29923,363,7
303696868,21,32,58,8,1502,2041,38523,0,227,5
303722450,15,51,59,16,1647,2299,69927,3689,462,6
304424907,36,16,69,155,4147,4209,115894,5717,1723,7
306083824,21,65,73,9,1672,1963,66404,9299,203,8
306956157,23,57,59,51,2024,2572,82447,2102,697,8
307138331,31,15,47,93,3323,3230,86500,7972,1509,6
308195810,22,60,83,4,1958,2228,56437,6094,379,6
309245429,58,73,155,40,6459,6934,164541,6197,2058,16
310767775,27,50,98,16,2769,3466,84906,4086,934,9
311236557,122,213,387,149,13039,14733,427265,17080,4433,35
311302274,33,81,118,12,2396,3014,118488,130,700,8
311360822,1288,705,1427,1374,86471,83773,3557039,37413,43202,145
311470527,39,83,186,18,3886,4787,108818,9252,414,16
311586252,19,19,58,5,1942,2190,42112,25208,240,7
311784714,46,48,107,67,3479,3996,154085,0,1331,8
312435408,58,42,49,57,5099,5870,121230,360,1994,9
312654300,77,50,76,164,5515,6084,219475,400,2690,10
312708311,17,31,99,8,1821,2224,62962,7107,217,6
313106954,42,85,213,53,5556,5814,126621,19530,923,17
313364447,103,71,113,122,4357,5223,244476,1356,1529,9
314206319,40,29,77,46,2614,2680,134901,11539,1094,5
314584168,36,27,104,18,1915,2319,92248,1401,307,6
315143906,32,24,36,122,2428,2698,73326,810,1011,6
315516156,30,46,163,17,3513,3342,55815,11426,252,11
315657960,1280,644,1770,1972,107766,110185,3707610,213873,57294,200
316017192,101,180,360,64,6702,8284,275049,8330,1260,23
316217576,41,52,148,48,4453,5114,135422,42565,1593,12
316418025,539,380,589,739,29739,32009,1294016,7705,14405,61
316632398,68,32,68,203,3730,3926,157294,80,1511,7
316734857,20,51,83,14,1640,2086,81586,1084,581,5
316861380,92,73,116,171,6703,7383,247900,7651,2934,16
316898997,22,50,120,11,2180,2322,117365,8886,272,8
316990902,37,145,148,24,4211,4099,119346,32608,494,17
317343565,98,100,129,182,6283,7144,265261,2200,2212,14
317705604,63,67,55,60,3852,4363,146861,1205,1135,9
317849786,47,75,147,53,2962,4109,102805,13901,517,10
318371533,31,27,51,72,2596,2843,92953,639,1012,6
318518246,187,109,231,429,13145,14000,473115,1867,5732,27
319095908,70,30,122,114,5557,5212,146306,583,1834,9
